timestamp,session_id,intent,empty_retrieval,top_entities_json,latency_ms,status,error_reason
2026-02-17T16:27:50Z,4cb37aac-4bad-45dd-bb1d-4c7e44c766d9,sales,false,"[""Horizon"", ""Living Community"", ""Edge""]",1738,ok,None
2026-02-17T16:27:50Z,4cb37aac-4bad-45dd-bb1d-4c7e44c766d9,discovery,false,"[""Horizon"", ""Living Community"", ""Edge""]",182,ok,None
2026-02-17T16:27:50Z,4cb37aac-4bad-45dd-bb1d-4c7e44c766d9,sales,true,"[""Horizon"", ""Living Community"", ""Edge""]",489,ok,None
2026-02-26T20:31:57Z,f0dc784f-963e-40c5-8660-38169c5591f6,sales,false,"[""Vero""]",1511,ok,None
2026-02-26T20:31:57Z,f0dc784f-963e-40c5-8660-38169c5591f6,other,false,"[""Vero""]",2007,ok,None
2026-02-26T20:31:57Z,f0dc784f-963e-40c5-8660-38169c5591f6,brochure_request,false,"[""Vero""]",2094,ok,None
2026-02-26T20:31:57Z,f0dc784f-963e-40c5-8660-38169c5591f6,discovery,true,"[""Vero""]",1022,ok,None
2026-02-21T02:24:02Z,8413acd0-37a1-4b4f-be3e-3aaea997d780,discovery,false,"[""Horizon""]",1207,ok,None
2026-02-21T02:24:02Z,8413acd0-37a1-4b4f-be3e-3aaea997d780,discovery,false,"[""Horizon""]",1142,ok,None
2026-02-18T23:38:37Z,6ff92bdd-7ada-4287-b581-8b311987d0ec,discovery,false,"[""Neo"", ""Floating Islands""]",2079,ok,None
2026-02-18T23:38:37Z,6ff92bdd-7ada-4287-b581-8b311987d0ec,brochure_request,true,"[""Neo"", ""Floating Islands""]",1542,ok,None
2026-03-01T23:02:02Z,6bdd89ca-e741-41c9-b369-67cbfcef9c1d,discovery,false,"[""Breeze""]",1836,ok,None
2026-03-01T23:02:02Z,6bdd89ca-e741-41c9-b369-67cbfcef9c1d,sales,false,"[""Breeze""]",1760,ok,None
2026-03-01T23:02:02Z,6bdd89ca-e741-41c9-b369-67cbfcef9c1d,discovery,false,"[""Breeze""]",657,ok,None
2026-02-05T23:00:18Z,24eea5fa-d73e-4629-a59b-322061c289bd,discovery,false,"[""Promenade New Cairo""]",315,ok,None
2026-02-05T23:00:18Z,24eea5fa-d73e-4629-a59b-322061c289bd,discovery,false,"[""Promenade New Cairo""]",365,ok,None
2026-02-05T23:00:18Z,24eea5fa-d73e-4629-a59b-322061c289bd,discovery,false,"[""Promenade New Cairo""]",514,ok,None
2026-02-05T23:00:18Z,24eea5fa-d73e-4629-a59b-322061c289bd,discovery,false,"[""Promenade New Cairo""]",1598,ok,None
2026-02-27T18:39:13Z,bab7b3a7-2463-403a-b519-356da4b517f9,brochure_request,true,"[""Vero"", ""Living Community""]",783,ok,None
2026-02-27T18:39:13Z,bab7b3a7-2463-403a-b519-356da4b517f9,discovery,false,"[""Vero"", ""Living Community""]",1313,ok,None
2026-02-27T18:39:13Z,bab7b3a7-2463-403a-b519-356da4b517f9,sales,false,"[""Vero"", ""Living Community""]",1739,ok,None
2026-02-27T18:39:13Z,bab7b3a7-2463-403a-b519-356da4b517f9,discovery,false,"[""Vero"", ""Living Community""]",1607,ok,None
2026-02-16T21:52:34Z,296b9d3d-62e2-4460-bdf1-0963160e8bb9,sales,true,"[""Neo""]",1716,ok,None
2026-02-16T21:52:34Z,296b9d3d-62e2-4460-bdf1-0963160e8bb9,discovery,false,"[""Neo""]",1283,ok,None
2026-02-16T21:52:34Z,296b9d3d-62e2-4460-bdf1-0963160e8bb9,discovery,false,"[""Neo""]",818,ok,None
2026-02-27T02:51:05Z,5206c992-3c71-4734-993f-d4686a0e249b,brochure_request,false,"[""Neo Lakes"", ""VYON""]",1618,ok,None
2026-02-27T02:51:05Z,5206c992-3c71-4734-993f-d4686a0e249b,discovery,false,"[""Neo Lakes"", ""VYON""]",163,ok,None
2026-03-01T17:12:35Z,9761f381-f84e-435f-b920-a6e31fe27f47,brochure_request,false,"[""Waterside""]",444,ok,None
2026-03-01T17:12:35Z,9761f381-f84e-435f-b920-a6e31fe27f47,discovery,false,"[""Waterside""]",1233,ok,None
2026-03-01T17:12:35Z,9761f381-f84e-435f-b920-a6e31fe27f47,discovery,false,"[""Waterside""]",1221,ok,None
2026-03-01T17:12:35Z,9761f381-f84e-435f-b920-a6e31fe27f47,discovery,false,"[""Waterside""]",867,ok,None
2026-03-02T15:18:18Z,71b73684-226d-4a2c-afa5-46087de963ba,sales,false,"[""Living Community""]",1396,ok,None
2026-02-16T14:01:45Z,ea66e04b-4286-430e-815e-5243bb8b035a,discovery,false,"[""Promenade New Cairo""]",1132,ok,None
2026-02-16T14:01:45Z,ea66e04b-4286-430e-815e-5243bb8b035a,sales,true,"[""Promenade New Cairo""]",2007,ok,None
2026-02-22T21:16:11Z,e3f0084b-63a2-46c3-9fed-99c0a40e5588,discovery,false,"[""Murano""]",1250,ok,None
2026-02-22T21:16:11Z,e3f0084b-63a2-46c3-9fed-99c0a40e5588,sales,false,"[""Murano""]",1115,ok,None
2026-02-22T21:16:11Z,e3f0084b-63a2-46c3-9fed-99c0a40e5588,discovery,true,"[""Murano""]",2066,ok,None
2026-02-22T21:16:11Z,e3f0084b-63a2-46c3-9fed-99c0a40e5588,sales,false,"[""Murano""]",486,ok,None
2026-02-24T15:24:36Z,2b5b9f12-c520-4f0c-8e3e-93f7609e0d25,discovery,false,"[""Ojo""]",671,ok,None
2026-02-24T15:24:36Z,2b5b9f12-c520-4f0c-8e3e-93f7609e0d25,discovery,true,"[""Ojo""]",1912,ok,None
2026-02-24T22:12:13Z,8afafd1e-b9c9-444d-a017-9e4c724cf006,brochure_request,false,"[""Edge""]",1611,ok,None
2026-02-24T22:12:13Z,8afafd1e-b9c9-444d-a017-9e4c724cf006,sales,false,"[""Edge""]",379,ok,None
2026-02-17T16:57:00Z,a8b6263f-c96a-4910-8e75-0c87773f5d5b,sales,false,"[""Neo Lakes""]",1168,ok,None
2026-02-17T16:57:00Z,a8b6263f-c96a-4910-8e75-0c87773f5d5b,discovery,false,"[""Neo Lakes""]",410,ok,None
2026-02-17T16:57:00Z,a8b6263f-c96a-4910-8e75-0c87773f5d5b,discovery,false,"[""Neo Lakes""]",2132,ok,None
2026-02-17T16:57:00Z,a8b6263f-c96a-4910-8e75-0c87773f5d5b,brochure_request,false,"[""Neo Lakes""]",2037,ok,None
2026-02-23T17:54:12Z,c826ac24-c4ab-4780-8990-556b56b42857,sales,false,"[""Vero""]",1820,ok,None
2026-02-23T17:54:12Z,c826ac24-c4ab-4780-8990-556b56b42857,sales,false,"[""Vero""]",1586,ok,None
2026-02-18T03:56:24Z,6cd36d14-7439-4fec-96b1-7f48b910c245,sales,false,"[""VYON""]",996,ok,None
2026-02-18T03:56:24Z,6cd36d14-7439-4fec-96b1-7f48b910c245,discovery,false,"[""VYON""]",1160,ok,None
2026-02-18T03:56:24Z,6cd36d14-7439-4fec-96b1-7f48b910c245,discovery,false,"[""VYON""]",1746,ok,None
2026-03-04T12:13:27Z,75fe4947-ae3b-4e74-b75c-b830ea57d82c,discovery,false,"[""Living Community""]",759,ok,None
2026-03-04T12:13:27Z,75fe4947-ae3b-4e74-b75c-b830ea57d82c,discovery,false,"[""Living Community""]",1143,ok,None
2026-02-27T18:09:37Z,6f42fda7-1e82-4b21-9b1c-e6853cde417c,discovery,false,"[""Neo Gardens""]",1048,ok,None
2026-02-27T18:09:37Z,6f42fda7-1e82-4b21-9b1c-e6853cde417c,sales,false,"[""Neo Gardens""]",166,ok,None
2026-02-27T18:09:37Z,6f42fda7-1e82-4b21-9b1c-e6853cde417c,sales,false,"[""Neo Gardens""]",341,ok,None
2026-02-27T18:09:37Z,6f42fda7-1e82-4b21-9b1c-e6853cde417c,discovery,true,"[""Neo Gardens""]",732,ok,None
2026-02-28T18:17:47Z,86c274cd-acd5-42a5-988a-b4cf7afaefe6,sales,false,"[""Waterside""]",931,ok,None
2026-02-28T18:17:47Z,86c274cd-acd5-42a5-988a-b4cf7afaefe6,sales,false,"[""Waterside""]",923,ok,None
2026-02-28T19:57:08Z,a44825db-dea5-4597-871c-1028a2c947fe,discovery,false,"[""Neo Gardens"", ""Neo Lakes""]",937,ok,None
2026-02-28T19:57:08Z,a44825db-dea5-4597-871c-1028a2c947fe,sales,false,"[""Neo Gardens"", ""Neo Lakes""]",471,ok,None
2026-02-28T19:57:08Z,a44825db-dea5-4597-871c-1028a2c947fe,discovery,true,"[""Neo Gardens"", ""Neo Lakes""]",724,ok,None
2026-02-28T19:57:08Z,a44825db-dea5-4597-871c-1028a2c947fe,brochure_request,false,"[""Neo Gardens"", ""Neo Lakes""]",176,ok,None
2026-03-02T17:45:14Z,1c373479-f2a3-4fa6-896f-c83468da68e1,discovery,false,"[""Neo Lakes""]",1231,ok,None
2026-03-03T20:03:41Z,4e960bb9-8f84-4181-a79f-2d54c31db840,brochure_request,false,"[""Neo Gardens""]",2126,ok,None
2026-03-03T20:03:41Z,4e960bb9-8f84-4181-a79f-2d54c31db840,discovery,false,"[""Neo Gardens""]",1540,ok,None
2026-02-18T21:14:18Z,88f8b3dd-8da8-4abb-936d-31e2e0528679,discovery,false,"[""VYON""]",1866,ok,None
2026-02-18T21:14:18Z,88f8b3dd-8da8-4abb-936d-31e2e0528679,other,false,"[""VYON""]",1468,ok,None
2026-03-01T22:09:01Z,b9c59c54-d38b-4b82-a79f-93105da159e9,discovery,false,"[""Ojo""]",716,ok,None
2026-02-19T02:20:16Z,9bf8b1fe-20ce-4d22-8e31-c02d931965b7,discovery,false,"[""Living Community"", ""Breeze""]",2040,ok,None
2026-02-19T02:20:16Z,9bf8b1fe-20ce-4d22-8e31-c02d931965b7,sales,false,"[""Living Community"", ""Breeze""]",1707,ok,None
2026-02-19T02:20:16Z,9bf8b1fe-20ce-4d22-8e31-c02d931965b7,sales,false,"[""Living Community"", ""Breeze""]",911,ok,None
2026-02-19T02:20:16Z,9bf8b1fe-20ce-4d22-8e31-c02d931965b7,discovery,false,"[""Living Community"", ""Breeze""]",181,ok,None
2026-02-09T20:58:22Z,b5a1979d-98f0-48ef-aac2-fee0c0c13f55,sales,false,"[""Edge"", ""Neo Lakes"", ""Living Community""]",293,ok,None
2026-02-12T17:59:33Z,8a24a84c-b798-4edf-87ae-e3ee785df5e7,sales,false,"[""Murano""]",490,ok,None
2026-02-12T17:59:33Z,8a24a84c-b798-4edf-87ae-e3ee785df5e7,sales,false,"[""Murano""]",674,ok,None
2026-02-26T22:16:58Z,c2b54a1a-3b05-4388-bfee-8767fbeeb710,discovery,false,"[""ClubTown"", ""Vero""]",819,ok,None
2026-02-26T22:16:58Z,c2b54a1a-3b05-4388-bfee-8767fbeeb710,brochure_request,false,"[""ClubTown"", ""Vero""]",734,ok,None
2026-03-02T00:20:16Z,d110c761-fd8c-4591-9b58-bf22fb3088cc,discovery,false,"[""Promenade New Cairo""]",2068,ok,None
2026-03-02T00:20:16Z,d110c761-fd8c-4591-9b58-bf22fb3088cc,sales,false,"[""Promenade New Cairo""]",146,ok,None
2026-03-02T00:20:16Z,d110c761-fd8c-4591-9b58-bf22fb3088cc,discovery,false,"[""Promenade New Cairo""]",970,ok,None
2026-03-02T00:20:16Z,d110c761-fd8c-4591-9b58-bf22fb3088cc,discovery,false,"[""Promenade New Cairo""]",1549,ok,None
